Temperature,Pressure,Altitude,Day,Month,Year,Hour,Minute,Second,Latitude,Longitude,Operator Id,Message Counter,Step Counter,Flags,Position Estimation Inertial Magnetic X,Position Estimation Inertial Magnetic Y,Position Estimation Inertial X,Position Estimation Inertial Y,Position Estimation Inertial Z,Altitude Estimation Pressometer,Latitude Estimation GPS,Longitude Estimation GPS,GPS Estimation Quality,North Alignment Angle Inertial Path,Yaw Drift Inertial Path,CRC-CCITT,thesia_string
27.23,101004.43,26.72,16,8,2024,2,18,52,47.615154999999994,-122.177889,89,10,1,0079,-0.7000000000000001,0.30000000000000004,-0.7000000000000001,0.30000000000000004,0.1,6543.9,0.0,0.0,0,0.0,0.0,F79F,59000A00010079FFFF900003FFFF9000030001FF9F00000000000000000000000000F79F
27.26,101008.45,26.38,16,8,2024,2,18,52,47.615154999999994,-122.177889,89,11,2,0079,-1.7000000000000002,0.1,-1.7000000000000002,0.1,-0.2,6546.0,0.0,0.0,0,0.0,0.0,C73D,59000B00020079FFFEF00001FFFEF00001FFFEFFB400000000000000000000000000C73D
27.29,101012.03,26.08,16,8,2024,2,18,55,47.615154999999994,-122.177889,89,12,2,0079,-1.7000000000000002,0.1,-1.7000000000000002,0.1,-0.2,6549.1,0.0,0.0,0,0.0,0.0,658B,59000C00020079FFFEF00001FFFEF00001FFFEFFD300000000000000000000000000658B
27.32,101015.61,25.79,16,8,2024,2,18,56,47.615154999999994,-122.177889,89,13,3,0079,-1.9000000000000001,-0.8,-1.9000000000000001,-0.8,-0.4,6549.4,0.0,0.0,0,0.0,0.0,562E,59000D00030079FFFEDFFFF8FFFEDFFFF8FFFCFFD600000000000000000000000000562E
27.35,101018.7,25.53,16,8,2024,2,18,57,47.615154999999994,-122.177889,89,14,4,0079,-1.7000000000000002,-1.9000000000000001,-1.7000000000000002,-1.9000000000000001,-0.2,6553.4,0.0,0.0,0,0.0,0.0,41EB,59000E00040079FFFEFFFFEDFFFEFFFFEDFFFEFFFE0000000000000000000000000041EB
27.37,101021.58,25.29,16,8,2024,2,18,58,47.615154999999994,-122.177889,89,15,6,0079,-1.3,-2.6,-1.3,-2.6,-0.6000000000000001,6539.8,0.0,0.0,0,0.0,0.0,BA3C,59000F00060079FFFF3FFFE6FFFF3FFFE6FFFAFF7600000000000000000000000000BA3C
27.39,101023.8,25.1,16,8,2024,2,18,59,47.615154999999994,-122.177889,89,16,6,0079,-1.3,-2.6,-1.3,-2.6,-0.6000000000000001,6540.1,0.0,0.0,0,0.0,0.0,02C3,59001000060079FFFF3FFFE6FFFF3FFFE6FFFAFF790000000000000000000000000002C3
27.41,101025.69,24.94,16,8,2024,2,19,0,47.615154999999994,-122.177889,89,17,8,0079,-1.6,-2.2,-1.6,-2.2,-0.8,6537.9,0.0,0.0,0,0.0,0.0,28AD,59001100080079FFFF0FFFEAFFFF0FFFEAFFF8FF630000000000000000000000000028AD
27.42,101026.7,24.86,16,8,2024,2,19,1,47.615154999999994,-122.177889,89,18,9,0079,-1.6,-0.8,-1.6,-0.8,-0.4,6541.6,0.0,0.0,0,0.0,0.0,1253,59001200090079FFFF0FFFF8FFFF0FFFF8FFFCFF88000000000000000000000000001253
27.44,101027.76,24.77,16,8,2024,2,19,2,47.615252999999996,-122.177993,89,19,10,0079,-2.5,0.0,-2.5,0.0,-0.7000000000000001,6540.2,0.0,0.0,0,0.0,0.0,057A,590013000A0079FFFE700000FFFE700000FFF9FF7A00000000000000000000000000057A
27.45,101029.21,24.65,16,8,2024,2,19,2,47.615252999999996,-122.177993,89,20,11,0079,-3.7,0.1,-3.7,0.1,-1.1,6542.4,0.0,0.0,0,0.0,0.0,570F,590014000B0079FFFDB00001FFFDB00001FFF5FF9000000000000000000000000000570F
27.37,101013.94,25.93,16,8,2024,2,19,4,47.615269,-122.17797499999999,89,21,12,0079,-4.4,-0.6000000000000001,-4.4,-0.6000000000000001,-1.0,6538.5,0.0,0.0,0,0.0,0.0,11BF,590015000C0079FFFD4FFFFAFFFD4FFFFAFFF6FF690000000000000000000000000011BF
27.38,101013.46,25.97,16,8,2024,2,19,5,47.615255999999995,-122.178007,89,22,13,0079,-4.4,-1.7000000000000002,-4.4,-1.7000000000000002,-1.3,6537.8,0.0,0.0,0,0.0,0.0,D6FF,590016000D0079FFFD4FFFEFFFFD4FFFEFFFF3FF6200000000000000000000000000D6FF
27.26,100992.56,27.71,16,8,2024,2,19,6,47.615221,-122.178063,89,23,14,0079,-4.4,-1.7000000000000002,-4.4,-1.7000000000000002,-1.3,6538.2,0.0,0.0,0,0.0,0.0,35C5,590017000E0079FFFD4FFFEFFFFD4FFFEFFFF3FF660000000000000000000000000035C5
27.21,100982.39,28.56,16,8,2024,2,19,7,47.615232999999996,-122.178079,89,24,17,0079,-4.4,-2.5,-4.4,-2.5,-1.4000000000000001,6536.0,0.0,0.0,0,0.0,0.0,AF35,59001800110079FFFD4FFFE7FFFD4FFFE7FFF2FF5000000000000000000000000000AF35
27.22,100981.88,28.6,16,8,2024,2,19,8,47.61524,-122.178091,89,25,17,0079,-4.4,-2.5,-4.4,-2.5,-1.4000000000000001,6536.3,0.0,0.0,0,0.0,0.0,8363,59001900110079FFFD4FFFE7FFFD4FFFE7FFF2FF53000000000000000000000000008363
27.21,100979.44,28.81,16,8,2024,2,19,9,47.615241999999995,-122.17809799999999,89,26,17,0079,-4.4,-2.5,-4.4,-2.5,-1.4000000000000001,6540.9,0.0,0.0,0,0.0,0.0,7BAD,59001A00110079FFFD4FFFE7FFFD4FFFE7FFF2FF81000000000000000000000000007BAD
27.19,100975.12,29.17,16,8,2024,2,19,10,47.615244999999994,-122.178106,89,27,17,0079,-4.4,-2.5,-4.4,-2.5,-1.4000000000000001,6544.7,0.0,0.0,0,0.0,0.0,2FC7,59001B00110079FFFD4FFFE7FFFD4FFFE7FFF2FFA7000000000000000000000000002FC7
27.25,100983.38,28.48,16,8,2024,2,19,11,47.615247,-122.17809899999999,89,28,18,0079,-4.3,-2.2,-4.3,-2.2,-1.4000000000000001,6542.4,0.0,0.0,0,0.0,0.0,44F3,59001C00120079FFFD5FFFEAFFFD5FFFEAFFF2FF900000000000000000000000000044F3
27.3,100990.08,27.92,16,8,2024,2,19,12,47.615249999999996,-122.17809799999999,89,29,19,0079,-4.5,-1.5,-4.4,-1.8,-1.2000000000000002,6542.7,0.0,0.0,0,0.0562744140625,0.0,3A04,59001D00130079FFFD3FFFF1FFFD4FFFEEFFF4FF9300000000000000000001CD00003A04
27.34,100996.3,27.4,16,8,2024,2,19,13,47.615257,-122.178101,89,30,20,0079,-4.5,-1.5,-4.4,-1.8,-1.2000000000000002,6542.1,0.0,0.0,0,0.0562744140625,0.0,EE41,59001E00140079FFFD3FFFF1FFFD4FFFEEFFF4FF8D00000000000000000001CD0000EE41
27.38,101001.86,26.93,16,8,2024,2,19,14,47.615257,-122.178107,89,31,21,0079,-4.7,-0.30000000000000004,-4.7,-0.6000000000000001,-1.5,6546.7,0.0,0.0,0,0.0562744140625,0.0,2DF7,59001F00150079FFFD1FFFFDFFFD1FFFFAFFF1FFBB00000000000000000001CD00002DF7
27.41,101006.6,26.54,16,8,2024,2,19,15,47.615271,-122.17808699999999,89,32,22,0079,-3.6,0.4,-3.6,0.2,-1.6,6543.5,0.0,0.0,0,0.0562744140625,0.0,B270,59002000160079FFFDC00004FFFDC00002FFF0FF9B00000000000000000001CD0000B270
27.44,101010.69,26.2,16,8,2024,2,19,16,47.615280999999996,-122.17808099999999,89,33,23,0079,-2.4000000000000004,0.30000000000000004,-2.4000000000000004,0.2,-1.4000000000000001,6539.4,0.0,0.0,0,0.0562744140625,0.0,E1CB,59002100170079FFFE800003FFFE800002FFF2FF7200000000000000000001CD0000E1CB
27.46,101014.44,25.88,16,8,2024,2,19,16,47.615280999999996,-122.17808099999999,89,34,26,0079,-1.2000000000000002,0.2,-1.2000000000000002,0.2,-1.7000000000000002,6537.1,0.0,0.0,0,0.0562744140625,0.0,029C,590022001A0079FFFF400002FFFF400002FFEFFF5B00000000000000000001CD0000029C
27.49,101016.06,25.75,16,8,2024,2,19,17,47.615280999999996,-122.17808099999999,89,35,27,0079,-0.7000000000000001,0.30000000000000004,-0.7000000000000001,0.2,-1.8,6535.7,0.0,0.0,0,0.0562744140625,0.0,4A94,590023001B0079FFFF900003FFFF900002FFEEFF4D00000000000000000001CD00004A94
182.3,167709.13,561.91,255,15,4095,16,135,232,34.80397,-695.3897039999999,183,46559,22784,2400,11059.900000000001,-39321.700000000004,-45875.200000000004,26214.300000000003,-2867.2000000000003,76.7,-3.9517971654472806e+28,0.0,0,0.0,1.9073486328125e-06,CD00,b7b5df590024001B0079FFFF900003FFFF900002FFEEFF6100000000000000000001CD0000FB50
27.48,101014.11,25.91,16,8,2024,2,19,17,47.615280999999996,-122.17808099999999,89,37,27,0079,-0.7000000000000001,0.30000000000000004,-0.7000000000000001,0.2,-1.8,6539.7,0.0,0.0,0,0.0562744140625,0.0,99A0,590025001B0079FFFF900003FFFF900002FFEEFF7500000000000000000001CD000099A000FB50
27.47,101010.81,26.19,16,8,2024,2,19,17,47.615280999999996,-122.17808099999999,89,38,28,0079,-1.2000000000000002,0.5,-1.2000000000000002,0.4,-2.0,6538.3,0.0,0.0,0,0.0562744140625,0.0,21AE,590026001C0079FFFF400005FFFF400004FFECFF6700000000000000000001CD000021AE00FB50
27.42,101001.91,26.93,16,8,2024,2,19,21,47.615280999999996,-122.17808099999999,89,39,29,0079,-1.6,1.6,-1.7000000000000002,1.5,-2.3000000000000003,6538.5,0.0,0.0,0,0.0562744140625,0.0,6C3E,590027001D0079FFFF000010FFFEF0000FFFE9FF6900000000000000000001CD00006C3E
27.34,100987.39,28.14,16,8,2024,2,19,22,47.615280999999996,-122.17808099999999,89,40,30,0079,-2.0,2.5,-2.2,2.4000000000000004,-2.6,6541.3,0.0,0.0,0,0.0562744140625,0.0,4DA9,590028001E0079FFFEC00019FFFEA00018FFE6FF8500000000000000000001CD00004DA9
27.3,100981.36,28.64,16,8,2024,2,19,23,47.615280999999996,-122.17808099999999,89,41,30,0079,-2.0,2.5,-2.2,2.4000000000000004,-2.6,6541.5,0.0,0.0,0,0.0562744140625,0.0,7499,590029001E0079FFFEC00019FFFEA00018FFE6FF8700000000000000000001CD00007499
27.35,100989.19,27.99,16,8,2024,2,19,24,47.615280999999996,-122.17808099999999,89,42,31,0079,-2.8000000000000003,2.6,-2.9000000000000004,2.4000000000000004,-2.9000000000000004,6542.7,0.0,0.0,0,0.0562744140625,0.0,33F6,59002A001F0079FFFE40001AFFFE300018FFE3FF9300000000000000000001CD000033F6
